2, 22, -20, 684, 332, 50, 105, 1.0
2, 33, 363, 306, 117, 50, 105, 1.0
2, 88, -361, 407, 92, 50, 105, 1.0
3, 22, 4, 409, 114, 106, 154, 1.0
3, 33, 363, 306, 117, 106, 154, 1.0
3, 88, -360, 407, 92, 106, 154, 1.0
1, 22, 17, 401, 47, 155, 197, 1.0
1, 33, 361, 304, 110, 155, 197, 1.0
1, 88, -366, 414, 73, 155, 197, 1.0
2, 22, 12, 402, 48, 198, 256, 1.0
2, 33, 363, 306, 116, 198, 256, 1.0
2, 88, -350, 422, 106, 198, 256, 1.0
10, 22, 13, 402, 47, 257, 400, 1.0
10, 33, 363, 306, 116, 257, 400, 1.0
10, 88, -165, 432, 179, 257, 400, 1.0
2, 22, 13, 404, 49, 401, 455, 1.0
2, 33, 363, 307, 116, 401, 455, 1.0
2, 88, -169, 415, 186, 401, 455, 1.0
3, 22, 13, 403, 48, 456, 499, 1.0
3, 33, 363, 306, 116, 456, 499, 1.0
3, 88, -349, 431, 139, 456, 499, 1.0
1, 22, 13, 401, 47, 500, 528, 1.0
1, 33, 363, 306, 116, 500, 528, 1.0
1, 88, -362, 422, 95, 500, 528, 1.0
2, 22, 13, 401, 47, 529, 574, 1.0
2, 33, 368, 307, 126, 529, 574, 1.0
2, 88, -363, 422, 89, 529, 574, 1.0
10, 22, 14, 401, 47, 575, 696, 1.0
10, 33, 226, 430, 188, 575, 696, 1.0
10, 88, -363, 422, 88, 575, 696, 1.0
2, 22, 15, 402, 48, 697, 728, 1.0
2, 33, 189, 415, 225, 697, 728, 1.0
2, 88, -362, 422, 90, 697, 728, 1.0
3, 22, 13, 403, 49, 729, 780, 1.0
3, 33, 327, 370, 139, 729, 780, 1.0
3, 88, -362, 422, 91, 729, 780, 1.0
2, 22, -7, 566, 340, 820, 873, 1.0
2, 33, 360, 331, 114, 820, 873, 1.0
2, 88, -327, 348, 92, 820, 873, 1.0
3, 22, 28, 348, 104, 874, 932, 1.0
3, 33, 359, 331, 113, 874, 932, 1.0
3, 88, -327, 348, 93, 874, 932, 1.0
1, 22, 22, 364, 32, 933, 985, 1.0
1, 33, 359, 331, 112, 933, 985, 1.0
1, 88, -327, 347, 92, 933, 985, 1.0
2, 22, 21, 293, 27, 986, 1100, 1.0
2, 33, 359, 331, 113, 986, 1100, 1.0
2, 88, -327, 350, 95, 986, 1100, 1.0
10, 22, 21, 293, 27, 1101, 1225, 1.0
10, 33, 359, 331, 113, 1101, 1225, 1.0
10, 88, -145, 400, 145, 1101, 1225, 1.0
2, 22, 21, 293, 27, 1226, 1255, 1.0
2, 33, 359, 331, 112, 1226, 1255, 1.0
2, 88, -110, 415, 125, 1226, 1255, 1.0
3, 22, 19, 295, 28, 1256, 1288, 1.0
3, 33, 359, 331, 112, 1256, 1288, 1.0
3, 88, -332, 360, 110, 1256, 1288, 1.0
1, 22, 20, 293, 27, 1289, 1315, 1.0
1, 33, 359, 331, 114, 1289, 1315, 1.0
1, 88, -343, 375, 101, 1289, 1315, 1.0
2, 22, 22, 293, 25, 1316, 1355, 1.0
2, 33, 360, 329, 119, 1316, 1355, 1.0
2, 88, -349, 362, 89, 1316, 1355, 1.0
10, 22, 21, 294, 27, 1356, 1458, 1.0
10, 33, 200, 388, 169, 1356, 1458, 1.0
10, 88, -350, 362, 90, 1356, 1458, 1.0
2, 22, 22, 293, 27, 1459, 1472, 1.0
2, 33, 212, 380, 193, 1459, 1472, 1.0
2, 88, -349, 363, 92, 1459, 1472, 1.0
3, 22, 21, 293, 26, 1473, 1518, 1.0
3, 33, 324, 366, 127, 1473, 1518, 1.0
3, 88, -350, 362, 92, 1473, 1518, 1.0
2, 22, 23, 720, 343, 1568, 1622, 1.0
2, 33, -346, 324, 115, 1568, 1622, 1.0
2, 88, 385, 328, 96, 1568, 1622, 1.0
3, 22, 43, 405, 108, 1623, 1676, 1.0
3, 33, -346, 324, 116, 1623, 1676, 1.0
3, 88, 384, 330, 96, 1623, 1676, 1.0
1, 22, 24, 395, 37, 1677, 1713, 1.0
1, 33, -346, 325, 114, 1677, 1713, 1.0
1, 88, 384, 330, 93, 1677, 1713, 1.0
5, 22, 39, 392, 32, 1714, 1812, 1.0
5, 88, 381, 342, 114, 1714, 1812, 1.0
5, 33, -346, 324, 115, 1714, 1812, 1.0
2, 22, 39, 392, 32, 1813, 1888, 1.0
2, 33, -346, 324, 115, 1813, 1888, 1.0
2, 88, 379, 349, 107, 1813, 1888, 1.0
10, 22, 38, 391, 32, 1889, 2082, 1.0
10, 33, -346, 324, 114, 1889, 2082, 1.0
10, 88, -107, 462, 177, 1889, 2082, 1.0
2, 22, 35, 322, 26, 2083, 2135, 1.0
2, 33, -346, 324, 113, 2083, 2135, 1.0
2, 88, -107, 452, 194, 2083, 2135, 1.0
3, 22, 36, 322, 27, 2136, 2177, 1.0
3, 33, -345, 325, 115, 2136, 2177, 1.0
3, 88, 371, 348, 123, 2136, 2177, 1.0
1, 22, 35, 322, 27, 2178, 2224, 1.0
1, 33, -346, 324, 115, 2178, 2224, 1.0
1, 88, 396, 329, 94, 2178, 2224, 1.0
2, 22, 39, 391, 33, 2225, 2266, 1.0
2, 33, -351, 323, 122, 2225, 2266, 1.0
2, 88, 395, 330, 94, 2225, 2266, 1.0
10, 22, 36, 322, 27, 2267, 2376, 1.0
10, 33, -179, 387, 202, 2267, 2376, 1.0
10, 88, 396, 330, 93, 2267, 2376, 1.0
2, 22, 39, 391, 32, 2377, 2401, 1.0
2, 33, -181, 412, 220, 2377, 2401, 1.0
2, 88, 396, 330, 93, 2377, 2401, 1.0
3, 22, 36, 327, 24, 2402, 2439, 1.0
3, 33, -346, 347, 140, 2402, 2439, 1.0
3, 88, 394, 329, 89, 2402, 2439, 1.0
2, 22, 25, 586, 361, 2489, 2529, 1.0
2, 33, 426, 405, 119, 2489, 2529, 1.0
2, 88, -365, 342, 95, 2489, 2529, 1.0
3, 22, 12, 403, 116, 2530, 2579, 1.0
3, 33, 427, 405, 115, 2530, 2579, 1.0
3, 88, -364, 342, 93, 2530, 2579, 1.0
1, 22, 20, 381, 31, 2580, 2613, 1.0
1, 33, 426, 406, 116, 2580, 2613, 1.0
1, 88, -364, 342, 94, 2580, 2613, 1.0
5, 22, 21, 381, 32, 2614, 2697, 1.0
5, 88, -359, 346, 104, 2614, 2697, 1.0
5, 33, 426, 405, 119, 2614, 2697, 1.0
1, 22, 20, 382, 31, 2698, 2733, 1.0
1, 33, 426, 405, 116, 2698, 2733, 1.0
1, 88, -365, 342, 94, 2698, 2733, 1.0
2, 22, 19, 311, 27, 2734, 2789, 1.0
2, 33, 426, 406, 117, 2734, 2789, 1.0
2, 88, -366, 349, 98, 2734, 2789, 1.0
10, 22, 19, 311, 28, 2790, 2959, 1.0
10, 33, 426, 405, 119, 2790, 2959, 1.0
10, 88, -160, 401, 194, 2790, 2959, 1.0
2, 22, 22, 381, 31, 2960, 2991, 1.0
2, 33, 427, 405, 118, 2960, 2991, 1.0
2, 88, -135, 373, 223, 2960, 2991, 1.0
3, 22, 20, 381, 31, 2992, 3013, 1.0
3, 33, 426, 405, 116, 2992, 3013, 1.0
3, 88, -387, 373, 145, 2992, 3013, 1.0
1, 22, 17, 312, 27, 3014, 3045, 1.0
1, 33, 426, 405, 117, 3014, 3045, 1.0
1, 88, -400, 344, 96, 3014, 3045, 1.0
2, 22, 22, 381, 32, 3046, 3099, 1.0
2, 33, 429, 405, 124, 3046, 3099, 1.0
2, 88, -403, 334, 94, 3046, 3099, 1.0
10, 22, 19, 311, 28, 3100, 3179, 1.0
10, 33, 208, 410, 246, 3100, 3179, 1.0
10, 88, -402, 335, 93, 3100, 3179, 1.0
2, 22, 19, 311, 27, 3180, 3195, 1.0
2, 33, 242, 389, 180, 3180, 3195, 1.0
2, 88, -402, 334, 93, 3180, 3195, 1.0
3, 22, 16, 312, 26, 3196, 3231, 1.0
3, 33, 339, 365, 150, 3196, 3231, 1.0
3, 88, -402, 333, 95, 3196, 3231, 1.0
1, 77, 265, 348, 121, 3266, 3296, 1.0
1, 111, -320, 420, 32, 3266, 3296, 1.0
5, 77, 257, 355, 135, 3297, 3373, 1.0
5, 111, -319, 421, 31, 3297, 3373, 1.0
1, 77, 252, 352, 109, 3374, 3396, 1.0
1, 111, -318, 419, 32, 3374, 3396, 1.0
2, 77, 254, 360, 130, 3397, 3465, 1.0
2, 111, -318, 420, 32, 3397, 3465, 1.0
8, 77, 252, 349, 108, 3466, 3493, 1.0
8, 111, -318, 419, 31, 3466, 3493, 1.0
1, 77, 255, 351, 110, 3494, 3527, 1.0
1, 111, -318, 420, 31, 3494, 3527, 1.0
2, 77, 250, 357, 116, 3528, 3554, 1.0
2, 111, -338, 425, 39, 3528, 3554, 1.0
9, 77, 253, 350, 115, 3555, 3633, 1.0
9, 111, -52, 430, 661, 3555, 3633, 1.0
2, 77, 253, 349, 109, 3634, 3656, 1.0
2, 111, -128, 394, 610, 3634, 3656, 1.0
3, 77, 251, 351, 106, 3657, 3693, 1.0
3, 111, -334, 384, 99, 3657, 3693, 1.0
1, 77, 254, 345, 109, 3738, 3778, 1.0
1, 111, -356, 382, 37, 3738, 3778, 1.0
5, 77, 255, 348, 134, 3779, 3911, 1.0
5, 111, -356, 382, 36, 3779, 3911, 1.0
1, 77, 249, 334, 102, 3912, 3939, 1.0
1, 111, -358, 389, 33, 3912, 3939, 1.0
2, 77, 253, 343, 127, 3940, 4010, 1.0
2, 111, -358, 388, 34, 3940, 4010, 1.0
8, 77, 253, 334, 104, 4011, 4045, 1.0
8, 111, -357, 389, 34, 4011, 4045, 1.0
1, 77, 251, 332, 104, 4046, 4076, 1.0
1, 111, -358, 388, 33, 4046, 4076, 1.0
2, 77, 252, 332, 106, 4077, 4133, 1.0
2, 111, -356, 388, 31, 4077, 4133, 1.0
9, 77, 255, 333, 110, 4134, 4258, 1.0
9, 111, -92, 369, 663, 4134, 4258, 1.0
2, 77, 252, 332, 99, 4259, 4293, 1.0
2, 111, -81, 652, 566, 4259, 4293, 1.0
3, 77, 253, 333, 106, 4294, 4337, 1.0
3, 111, -363, 423, 109, 4294, 4337, 1.0
1, 77, 297, 347, 86, 4382, 4424, 1.0
1, 111, -289, 393, 113, 4382, 4424, 1.0
5, 77, 295, 331, 96, 4425, 4504, 1.0
5, 111, -289, 394, 112, 4425, 4504, 1.0
1, 77, 289, 333, 70, 4505, 4520, 1.0
1, 111, -288, 394, 112, 4505, 4520, 1.0
2, 77, 291, 339, 81, 4521, 4555, 1.0
2, 111, -287, 372, 87, 4521, 4555, 1.0
1, 77, 292, 347, 80, 4556, 4597, 1.0
1, 111, -288, 395, 105, 4556, 4597, 1.0
2, 77, 290, 333, 69, 4598, 4627, 1.0
2, 111, -292, 409, 116, 4598, 4627, 1.0
2, 77, 290, 333, 68, 4628, 4637, 1.0
2, 111, -77, 627, 173, 4628, 4637, 1.0
8, 77, 290, 333, 70, 4638, 4659, 1.0
8, 111, -112, 409, 307, 4638, 4659, 1.0
2, 77, 289, 333, 70, 4660, 4681, 1.0
2, 111, -113, 369, 335, 4660, 4681, 1.0
9, 77, 290, 333, 70, 4682, 4782, 1.0
9, 111, -67, 631, 524, 4682, 4782, 1.0
2, 77, 291, 333, 68, 4783, 4817, 1.0
2, 111, -35, 646, 623, 4783, 4817, 1.0
3, 77, 290, 333, 69, 4818, 4867, 1.0
3, 111, -342, 412, 151, 4818, 4867, 1.0
4, 33, -429, 464, 13, 4868, 4912, 1.0
1, 33, -442, 467, 14, 4913, 4971, 1.0
2, 33, -451, 457, 13, 4972, 5031, 1.0
3, 33, -445, 465, 14, 5032, 5063, 1.0
1, 33, -456, 451, 12, 5064, 5094, 1.0
2, 33, -457, 488, 20, 5095, 5140, 1.0
3, 33, -139, 305, 175, 5141, 5173, 1.0
1, 33, -121, 311, 122, 5174, 5207, 1.0
2, 33, -121, 311, 121, 5208, 5263, 1.0
3, 33, -119, 300, 123, 5264, 5307, 1.0
4, 33, -104, 240, 105, 5308, 5357, 1.0
4, 44, -493, 553, -6, 5358, 5387, 1.0
1, 44, -415, 650, -2, 5388, 5439, 1.0
2, 44, -529, 586, -1, 5440, 5491, 1.0
3, 44, 187, 645, 24, 5492, 5535, 1.0
1, 44, 273, 652, 12, 5536, 5559, 1.0
2, 44, 234, 655, 11, 5560, 5605, 1.0
3, 44, 93, 580, 0, 5606, 5638, 1.0
1, 44, 0, 0, 0, 5639, 5675, 1.0
2, 44, 0, 0, 0, 5676, 5712, 1.0
3, 44, 0, 0, 0, 5713, 5742, 1.0
4, 44, 0, 0, 0, 5743, 5795, 1.0
4, 22, -385, 502, 22, 5796, 6305, 1.0
1, 22, -371, 500, 33, 6306, 6345, 1.0
2, 22, -372, 501, 31, 6346, 6400, 1.0
3, 22, -369, 506, 24, 6401, 6440, 1.0
1, 22, -375, 497, 32, 6441, 6491, 1.0
2, 22, -354, 485, 58, 6492, 6542, 1.0
3, 22, 194, 475, 163, 6543, 6579, 1.0
4, 22, 240, 554, 79, 6580, 6656, 1.0
4, 22, -28, 530, 79, 6657, 6821, 1.0
1, 22, -28, 528, 79, 6822, 6864, 1.0
2, 22, -36, 507, 88, 6865, 6902, 1.0
3, 22, -373, 535, 66, 6903, 6925, 1.0
1, 22, -389, 540, 32, 6926, 6966, 1.0
2, 22, -389, 539, 33, 6967, 7016, 1.0
3, 22, -403, 600, 38, 7017, 7038, 1.0
4, 22, -402, 599, 40, 7039, 7099, 1.0
4, 44, -105, 611, 20, 7100, 7529, 1.0
1, 44, -97, 984, -47, 7530, 7572, 1.0
2, 44, -109, 601, 35, 7573, 7609, 1.0
3, 44, -418, 629, 44, 7610, 7636, 1.0
1, 44, -410, 701, 5, 7637, 7666, 1.0
2, 44, -439, 633, -5, 7667, 7711, 1.0
3, 44, -418, 608, -6, 7712, 7743, 1.0
1, 44, -441, 604, -5, 7744, 7799, 1.0
2, 44, -440, 647, -3, 7800, 7838, 1.0
3, 44, -382, 451, 59, 7839, 7863, 1.0
4, 44, -452, 452, 59, 7864, 7902, 1.0
4, 33, -110, 471, 168, 7903, 8226, 1.0
1, 33, -111, 467, 168, 8227, 8252, 1.0
2, 33, -118, 476, 168, 8253, 8288, 1.0
3, 33, -468, 559, 86, 8289, 8317, 1.0
1, 33, -470, 488, 11, 8318, 8340, 1.0
2, 33, -465, 520, 15, 8341, 8373, 1.0
3, 33, -471, 492, 12, 8374, 8384, 1.0
1, 33, -459, 526, 15, 8385, 8402, 1.0
2, 33, -471, 491, 12, 8403, 8429, 1.0
3, 33, -379, 299, 98, 8430, 8456, 1.0
4, 33, -462, 507, 12, 8457, 8510, 1.0
4, 55, -407, 944, 129, 8511, 8545, 1.0
1, 55, -409, 944, 129, 8546, 8594, 1.0
1, 33, -395, 204, 22, 8546, 8594, 1.0
5, 55, -404, 942, 125, 8595, 8708, 1.0
5, 33, -365, 136, 5, 8595, 8708, 1.0
1, 55, -492, 1097, 176, 8709, 8732, 1.0
1, 33, -395, 203, 22, 8709, 8732, 1.0
2, 55, -490, 1116, 158, 8733, 8815, 1.0
2, 33, -392, 208, 23, 8733, 8815, 1.0
3, 55, -409, 1004, 143, 8816, 8855, 1.0
3, 33, -457, 987, 63, 8816, 8855, 1.0
4, 55, -400, 973, 100, 8856, 8869, 1.0
4, 33, -437, 1027, 63, 8856, 8869, 1.0
1, 55, -393, 1030, 126, 8870, 8891, 1.0
1, 33, -433, 1021, 60, 8870, 8891, 1.0
6, 55, -361, 1033, 106, 8892, 8983, 1.0
6, 33, -404, 990, 60, 8892, 8983, 1.0
4, 55, -402, 943, 135, 8984, 9005, 1.0
4, 55, -408, 946, 131, 9006, 9035, 1.0
1, 55, -408, 950, 133, 9036, 9076, 1.0
5, 55, -405, 944, 128, 9077, 9183, 1.0
5, 22, -431, 263, 33, 9077, 9183, 1.0
1, 55, -393, 1086, 83, 9184, 9215, 1.0
1, 22, -432, 264, 33, 9184, 9215, 1.0
2, 55, -461, 1111, 160, 9216, 9265, 1.0
2, 22, -413, 267, 38, 9216, 9265, 1.0
3, 55, -407, 949, 136, 9266, 9305, 1.0
3, 22, -404, 913, 98, 9266, 9305, 1.0
1, 55, -393, 1021, 136, 9306, 9333, 1.0
1, 22, -514, 1111, 82, 9306, 9333, 1.0
6, 55, -351, 1029, 90, 9334, 9433, 1.0
6, 22, -476, 1011, 75, 9334, 9433, 1.0
4, 55, -409, 956, 128, 9434, 9458, 1.0
1, 55, -411, 957, 127, 9459, 9494, 1.0
5, 55, -408, 960, 124, 9495, 9622, 1.0
5, 22, -425, 370, 45, 9495, 9622, 1.0
1, 55, -356, 982, 54, 9623, 9649, 1.0
1, 22, -422, 297, 36, 9623, 9649, 1.0
2, 55, -283, 529, 190, 9650, 9703, 1.0
2, 22, -413, 368, 54, 9650, 9703, 1.0
3, 55, -386, 1003, 141, 9704, 9743, 1.0
3, 22, -431, 921, 101, 9704, 9743, 1.0
1, 55, -385, 997, 146, 9744, 9767, 1.0
1, 22, -498, 1047, 91, 9744, 9767, 1.0
6, 55, -370, 1038, 109, 9768, 9863, 1.0
6, 22, -478, 1064, 88, 9768, 9863, 1.0
4, 55, -404, 947, 135, 9864, 9995, 1.0
4, 55, -660, 894, 180, 9996, 10040, 1.0
4, 33, -530, 241, 65, 9996, 10040, 1.0
1, 55, -661, 897, 181, 10041, 10104, 1.0
1, 33, -523, 246, 64, 10041, 10104, 1.0
5, 55, -656, 894, 180, 10105, 10166, 1.0
5, 33, -529, 243, 65, 10105, 10166, 1.0
1, 55, -674, 1023, 142, 10167, 10188, 1.0
1, 33, -524, 253, 63, 10167, 10188, 1.0
2, 55, -693, 1015, 179, 10189, 10266, 1.0
2, 33, -526, 314, 78, 10189, 10266, 1.0
3, 55, -676, 836, 138, 10267, 10317, 1.0
3, 33, -715, 968, 168, 10267, 10317, 1.0
1, 55, -687, 940, 148, 10318, 10337, 1.0
1, 33, -736, 961, 101, 10318, 10337, 1.0
6, 55, -644, 962, 128, 10338, 10397, 1.0
6, 33, -771, 1007, 104, 10338, 10397, 1.0
4, 55, -676, 906, 173, 10398, 10437, 1.0
4, 33, 0, 0, 0, 10398, 10437, 1.0
4, 55, -664, 903, 178, 10438, 10507, 1.0
4, 22, -515, 221, 88, 10438, 10507, 1.0
1, 55, -663, 904, 178, 10508, 10558, 1.0
1, 22, -514, 221, 88, 10508, 10558, 1.0
5, 55, -664, 901, 169, 10559, 10624, 1.0
5, 22, -526, 222, 78, 10559, 10624, 1.0
1, 55, -664, 801, 216, 10625, 10655, 1.0
1, 22, -515, 222, 88, 10625, 10655, 1.0
2, 55, -814, 873, 178, 10656, 10719, 1.0
2, 22, -516, 223, 88, 10656, 10719, 1.0
3, 55, -677, 823, 194, 10720, 10754, 1.0
3, 22, -724, 962, 119, 10720, 10754, 1.0
1, 55, -746, 872, 169, 10755, 10769, 1.0
1, 22, -803, 1092, 133, 10755, 10769, 1.0
6, 55, -659, 753, 219, 10770, 10814, 1.0
6, 22, -765, 1106, 138, 10770, 10814, 1.0
4, 55, -644, 872, 191, 10815, 11004, 1.0
4, 22, 0, 0, 0, 10815, 11004, 1.0
4, 55, -661, 906, 179, 11005, 11034, 1.0
4, 111, -605, 377, 93, 11005, 11034, 1.0
1, 55, -664, 909, 181, 11035, 11084, 1.0
1, 111, -605, 376, 93, 11035, 11084, 1.0
5, 55, -659, 903, 177, 11085, 11150, 1.0
5, 111, -604, 377, 93, 11085, 11150, 1.0
1, 55, -695, 783, 216, 11151, 11176, 1.0
1, 111, -606, 376, 94, 11151, 11176, 1.0
2, 55, -837, 813, 189, 11177, 11236, 1.0
2, 111, -596, 376, 109, 11177, 11236, 1.0
3, 55, -710, 837, 194, 11237, 11283, 1.0
3, 111, -688, 899, 159, 11237, 11283, 1.0
1, 55, -733, 813, 166, 11284, 11301, 1.0
1, 111, -718, 970, 134, 11284, 11301, 1.0
6, 55, -707, 815, 182, 11302, 11348, 1.0
6, 111, -718, 978, 139, 11302, 11348, 1.0
4, 55, -655, 903, 185, 11349, 11396, 1.0
4, 111, 0, 0, 0, 11349, 11396, 1.0
4, 99, 1077, 1119, -613, 11397, 11418, 1.0
1, 99, 1078, 1119, -613, 11419, 11523, 1.0
2, 99, 1072, 1107, -603, 11524, 11665, 1.0
4, 33, 1137, 563, -619, 11666, 11700, 1.0
1, 33, 1137, 563, -619, 11701, 11774, 1.0
2, 33, 1115, 527, -601, 11775, 11874, 1.0
4, 33, 1052, 639, -621, 11875, 11900, 1.0
1, 33, 1052, 640, -622, 11901, 11976, 1.0
2, 33, 1022, 598, -598, 11977, 12070, 1.0
4, 33, 693, 984, -75, 12071, 12112, 1.0
4, 33, 585, 773, -287, 12113, 12142, 1.0
1, 33, 586, 773, -287, 12143, 12222, 1.0
2, 33, 583, 780, -284, 12223, 12387, 1.0
3, 33, 108, 1575, 787, 12388, 12427, 1.0
4, 33, 145, 615, 194, 12428, 12454, 1.0
2, 33, 149, 617, 194, 12455, 12606, 1.0
3, 33, 300, 1340, 902, 12607, 12667, 1.0
4, 33, 36, 889, -211, 12668, 12709, 1.0
1, 33, 37, 889, -212, 12710, 12770, 1.0
2, 33, 36, 907, -207, 12771, 12891, 1.0
3, 33, -132, 1821, 530, 12892, 12935, 1.0
4, 55, 31, 869, 146, 12936, 12966, 1.0
1, 55, 29, 870, 146, 12967, 13011, 1.0
5, 55, 33, 869, 143, 13012, 13141, 1.0
5, 33, 0, 0, 0, 13012, 13141, 1.0
1, 55, -71, 803, 207, 13142, 13187, 1.0
1, 33, 0, 0, 0, 13142, 13187, 1.0
2, 55, 56, 832, 168, 13188, 13303, 1.0
